"NomenCode","Reporter_ISO_N","ReporterName","ProductCode","Partner","PartnerName","Year","AdValorem","MeasureCode","MeasureName","NonAdValorem","Affected"
"H6","356","India","03038300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038400","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038910","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038920","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038930","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038940","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038950","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038960","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038970","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038980","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03038990","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03039110","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03039190","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03039210","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03039910","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03039990","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03043100","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03043200","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03043300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03043900","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044100","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044200","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044400","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044500","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044600","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044700","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044800","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044910","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044930","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044940","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03044990","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045100","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045200","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045400","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045500","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045600","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045700","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045910","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045930","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045940","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03045990","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03046100","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03046200","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03046300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03046900","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047100","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047200","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047300","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047400","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047500","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
"H6","356","India","03047900","410","Korea, Rep.",2023,5,48,"Preferential tariff for Korea, Republic of",,
