HS6,China,Japan,Korea,Uae,Veitnam
110320,30.0,0.0,0.0,24.0,0.0
110412,30.0,0.0,0.0,24.0,0.0
110419,30.0,0.0,0.0,24.0,0.0
110422,30.0,0.0,0.0,24.0,0.0
110423,30.0,0.0,0.0,24.0,0.0
110429,30.0,0.0,0.0,24.0,0.0
110430,30.0,0.0,0.0,24.0,0.0
110510,30.0,0.0,15.0,24.0,0.0
110520,30.0,0.0,15.0,24.0,0.0
110610,30.0,0.0,15.0,24.0,0.0
110620,30.0,0.0,15.0,24.0,0.0
110630,30.0,0.0,15.0,24.0,0.0
110710,30.0,0.0,0.0,27.0,0.0
110720,30.0,0.0,15.0,24.0,0.0
110811,30.0,0.0,0.0,24.0,0.0
110812,30.0,0.0,0.0,27.0,0.0
110813,30.0,0.0,0.0,24.0,0.0
110814,50.0,0.0,15.0,40.0,0.0
110819,50.0,0.0,15.0,40.0,0.0
110820,30.0,0.0,15.0,24.0,0.0
110900,30.0,0.0,5.0,24.0,0.0
120110,45.0,0.0,0.0,0.0,0.0
120190,45.0,0.0,0.0,42.5,0.0
120230,30.0,0.0,15.0,0.0,0.0
120241,30.0,0.0,15.0,27.0,0.0
120242,30.0,0.0,15.0,27.0,0.0
120300,70.0,0.0,0.0,0.0,0.0
120400,30.0,0.0,15.0,27.0,0.0
120510,30.0,0.0,15.0,27.0,0.0
120590,30.0,0.0,15.0,27.0,0.0
120600,30.0,0.0,15.0,27.0,0.0
120710,30.0,0.0,15.0,0.0,0.0
120721,30.0,0.0,15.0,0.0,0.0
120729,30.0,0.0,15.0,0.0,0.0
120730,30.0,0.0,15.0,24.0,0.0
120740,30.0,0.0,15.0,27.0,0.0
120750,30.0,0.0,15.0,27.0,0.0
120760,30.0,0.0,15.0,27.0,0.0
120770,30.0,0.0,15.0,0.0,0.0
120791,20.0,0.0,0.0,0.0,0.0
120799,30.0,0.0,15.0,27.0,0.0
120810,30.0,0.0,15.0,0.0,0.0
120890,30.0,0.0,15.0,0.0,0.0
120910,15.0,0.0,0.0,0.0,0.0
120921,15.0,0.0,0.0,14.0,0.0
120922,15.0,0.0,0.0,14.0,0.0
120923,15.0,0.0,0.0,14.0,0.0
120924,15.0,0.0,0.0,14.0,0.0
120925,15.0,0.0,0.0,14.0,0.0
120929,15.0,0.0,0.0,14.0,0.0
120930,15.0,0.0,0.0,14.0,0.0
120991,5.0,0.0,2.5,4.0,0.0
120999,5.0,0.0,2.5,4.0,0.0
121010,30.0,0.0,0.0,24.0,0.0
121020,30.0,0.0,15.0,27.0,0.0
121120,30.0,0.0,15.0,24.0,0.0
121130,15.0,0.0,5.0,0.0,0.0
121140,15.0,0.0,5.0,0.0,0.0
121150,15.0,0.0,5.0,14.0,0.0
121160,15.0,0.0,0.0,14.0,0.0
121190,15.0,0.0,0.0,14.0,0.0
121221,30.0,0.0,5.0,24.0,0.0
121229,30.0,0.0,5.0,24.0,0.0
121291,30.0,0.0,15.0,24.0,0.0
121292,30.0,0.0,5.0,24.0,0.0
121293,30.0,0.0,5.0,24.0,0.0
121294,30.0,0.0,5.0,24.0,0.0
121299,30.0,0.0,5.0,24.0,0.0
121300,30.0,0.0,5.0,24.0,0.0
121410,30.0,0.0,15.0,24.0,0.0
121490,30.0,0.0,15.0,24.0,0.0
130120,30.0,0.0,5.0,24.0,0.0
130190,29.0,0.0,5.0,23.75,0.0
130211,30.0,0.0,5.0,0.0,0.0
130212,30.0,0.0,5.0,24.0,0.0
130213,30.0,0.0,5.0,24.0,0.0
130214,15.0,0.0,5.0,14.0,0.0
130219,15.0,0.0,5.0,14.0,0.0
130220,15.0,0.0,5.0,14.0,0.0
130231,30.0,0.0,5.0,24.0,0.0
130232,30.0,0.0,5.0,24.0,0.0
130239,30.0,0.0,5.0,24.0,0.0
140110,30.0,0.0,15.0,22.5,0.0
140120,30.0,0.0,15.0,27.0,0.0
140190,30.0,0.0,15.0,24.0,0.0
140420,30.0,0.0,15.0,24.0,0.0
140490,30.0,0.0,5.0,24.0,0.0
150110,30.0,0.0,0.0,24.0,0.0
150120,30.0,0.0,0.0,24.0,0.0
150190,30.0,0.0,0.0,24.0,0.0
150210,15.0,0.0,0.0,12.0,0.0
150290,15.0,0.0,0.0,12.0,0.0
150300,30.0,0.0,0.0,12.0,0.0
150410,30.0,0.0,0.0,24.0,0.0
150420,30.0,0.0,0.0,24.0,0.0
150430,30.0,0.0,0.0,24.0,0.0
150500,15.0,0.0,0.0,14.0,0.0
150600,30.0,0.0,0.0,24.0,0.0
150710,2.5,0.0,0.0,0.0,0.0
150790,38.75,0.0,0.0,24.25,0.0
150810,35.0,0.0,0.0,33.0,0.0
150890,38.33,0.0,0.0,0.0,0.0
150920,40.0,0.0,22.0,32.0,0.0
150930,40.0,0.0,22.0,32.0,0.0
150940,40.0,0.0,22.0,32.0,0.0
150990,37.5,0.0,20.0,32.0,0.0
151010,35.0,0.0,0.0,33.0,0.0
151090,45.0,0.0,0.0,42.5,0.0
151110,2.5,0.0,0.0,0.0,0.0
151190,32.5,0.0,0.0,14.25,0.0
151211,18.75,0.0,0.0,32.0,0.0
151219,40.5,0.0,0.0,16.0,0.0
151221,35.0,0.0,0.0,32.0,0.0
151229,40.0,0.0,0.0,0.0,0.0
151311,35.0,0.0,0.0,32.0,0.0
151319,45.0,0.0,0.0,36.0,0.0
151321,35.0,0.0,0.0,32.0,0.0
151329,40.0,0.0,0.0,36.0,0.0
151411,35.0,0.0,0.0,32.0,0.0
151419,45.0,0.0,0.0,36.0,0.0
151491,35.0,0.0,0.0,31.67,0.0
151499,45.0,0.0,0.0,36.0,0.0
151511,35.0,0.0,0.0,32.0,0.0
151519,40.0,0.0,0.0,0.0,0.0
151521,35.0,0.0,0.0,32.0,0.0
151529,35.0,0.0,0.0,0.0,0.0
151530,35.0,0.0,0.0,0.0,0.0
151550,35.0,0.0,0.0,32.0,0.0
151560,100.0,0.0,0.0,36.0,0.0
151590,35.0,0.0,0.0,0.0,0.0
151610,30.0,0.0,0.0,27.0,0.0
151620,62.5,0.0,0.0,50.0,0.0
151630,80.0,0.0,0.0,36.0,0.0
151710,33.75,0.0,0.0,29.25,0.0
151790,33.75,0.0,0.0,36.0,0.0
151800,36.43,0.0,0.0,31.5,0.0
152000,30.0,0.0,0.0,24.0,0.0
152110,30.0,0.0,0.0,24.0,0.0
152190,30.0,0.0,0.0,24.0,0.0
152200,30.0,0.0,0.0,24.0,0.0
160100,100.0,0.0,0.0,90.0,0.0
160210,30.0,0.0,0.0,24.0,0.0
160220,30.0,0.0,5.0,0.0,5.0
160231,30.0,0.0,5.0,24.0,5.0
160232,100.0,0.0,0.0,80.0,0.0
160239,30.0,0.0,5.0,24.0,0.0
160241,30.0,0.0,0.0,0.0,0.0
160242,30.0,0.0,0.0,0.0,0.0
160249,30.0,0.0,5.0,0.0,0.0
160250,30.0,0.0,5.0,24.0,0.0
160290,30.0,0.0,5.0,24.0,0.0
160300,30.0,0.0,5.0,24.0,0.0
160411,30.0,0.0,5.0,24.0,0.0
160412,30.0,0.0,5.0,24.0,0.0
160413,30.0,0.0,5.0,24.0,0.0
160414,30.0,0.0,0.0,24.0,0.0
160415,30.0,0.0,5.0,24.0,0.0
160416,30.0,0.0,5.0,24.0,0.0
160417,30.0,0.0,5.0,24.0,0.0
160418,30.0,0.0,5.0,24.0,0.0
160419,30.0,0.0,5.0,24.0,0.0
160420,30.0,0.0,5.0,24.0,0.0
160431,30.0,0.0,0.0,24.0,0.0
160432,30.0,0.0,0.0,24.0,0.0
160510,30.0,0.0,5.0,24.0,0.0
160521,30.0,0.0,0.0,0.0,0.0
160529,30.0,0.0,0.0,0.0,0.0
160530,30.0,0.0,0.0,0.0,0.0
160540,30.0,0.0,5.0,24.0,0.0
160551,30.0,0.0,5.0,24.0,0.0
160552,30.0,0.0,5.0,24.0,0.0
160553,30.0,0.0,5.0,24.0,0.0
160554,30.0,0.0,5.0,24.0,0.0
160555,30.0,0.0,5.0,24.0,0.0
160556,30.0,0.0,5.0,24.0,0.0
160557,30.0,0.0,5.0,24.0,0.0
160558,30.0,0.0,5.0,24.0,0.0
160559,30.0,0.0,5.0,24.0,0.0
160561,30.0,0.0,5.0,24.0,0.0
160562,30.0,0.0,5.0,24.0,0.0
160563,30.0,0.0,5.0,24.0,0.0
160569,30.0,0.0,5.0,24.0,0.0
170112,100.0,0.0,0.0,0.0,0.0
170113,100.0,0.0,0.0,0.0,0.0
170114,100.0,0.0,0.0,0.0,0.0
170191,100.0,0.0,0.0,0.0,0.0
170199,100.0,0.0,0.0,0.0,0.0
170211,25.0,0.0,5.0,22.0,0.0
170219,25.0,0.0,5.0,22.0,0.0
170220,30.0,0.0,5.0,24.0,0.0
170230,30.0,0.0,5.0,24.0,0.0
170240,30.0,0.0,5.0,24.0,0.0
170250,30.0,0.0,5.0,24.0,0.0
170260,30.0,0.0,5.0,24.0,0.0
170290,30.0,0.0,5.0,24.0,0.0
170310,30.0,0.0,5.0,24.0,0.0
170390,30.0,0.0,5.0,24.0,0.0
170410,45.0,0.0,15.0,36.0,0.0
170490,30.0,0.0,5.0,24.0,0.0
180100,30.0,0.0,0.0,24.0,0.0
180200,30.0,0.0,0.0,24.0,0.0
180310,30.0,0.0,0.0,27.0,0.0
180320,30.0,0.0,0.0,27.0,0.0
180400,30.0,0.0,0.0,27.0,0.0
180500,30.0,0.0,0.0,24.0,0.0
180610,30.0,0.0,0.0,24.0,0.0
180620,30.0,0.0,5.0,24.0,0.0
180631,30.0,0.0,5.0,24.0,0.0
180632,30.0,0.0,5.0,24.0,0.0
180690,30.0,0.0,0.0,0.0,0.0
190110,50.0,0.0,15.0,40.0,0.0
190120,30.0,0.0,5.0,24.0,0.0
190190,30.0,0.0,5.0,24.0,0.0
190211,30.0,0.0,5.0,24.0,0.0
190219,30.0,0.0,5.0,24.0,0.0
190220,30.0,0.0,5.0,0.0,0.0
190230,30.0,0.0,5.0,0.0,0.0
190240,30.0,0.0,5.0,0.0,0.0
190300,50.0,0.0,0.0,0.0,0.0
190410,30.0,0.0,5.0,0.0,0.0
190420,30.0,0.0,0.0,0.0,0.0
190430,30.0,0.0,5.0,0.0,0.0
190490,30.0,0.0,0.0,0.0,0.0
190510,30.0,0.0,5.0,24.0,0.0
190520,30.0,0.0,5.0,24.0,0.0
190531,30.0,0.0,15.0,27.0,0.0
190532,30.0,0.0,15.0,27.0,0.0
190540,30.0,0.0,5.0,24.0,0.0
190590,30.0,0.0,5.0,24.0,0.0
200110,30.0,0.0,5.0,0.0,0.0
200190,30.0,0.0,5.0,0.0,0.0
200210,30.0,0.0,5.0,0.0,0.0
200290,30.0,0.0,5.0,0.0,0.0
200310,30.0,0.0,0.0,0.0,0.0
200390,30.0,0.0,5.0,0.0,0.0
200410,35.0,0.0,0.0,0.0,0.0
200490,30.0,0.0,5.0,0.0,0.0
200510,30.0,0.0,0.0,0.0,0.0
200520,30.0,0.0,0.0,0.0,0.0
200540,30.0,0.0,5.0,0.0,0.0
200551,30.0,0.0,5.0,0.0,0.0
200559,30.0,0.0,5.0,0.0,0.0
200560,30.0,0.0,5.0,0.0,0.0
200570,30.0,0.0,5.0,0.0,0.0
200580,30.0,0.0,5.0,0.0,0.0
200591,30.0,0.0,0.0,0.0,0.0
200599,30.0,0.0,0.0,0.0,0.0
200600,30.0,0.0,0.0,0.0,0.0
200710,30.0,0.0,5.0,0.0,0.0
200791,30.0,0.0,5.0,0.0,0.0
200799,30.0,0.0,5.0,0.0,0.0
200811,30.0,0.0,5.0,0.0,0.0
200819,33.0,0.0,5.0,0.0,0.0
200820,30.0,0.0,5.0,0.0,0.0
200830,30.0,0.0,0.0,0.0,0.0
200840,30.0,0.0,15.0,0.0,0.0
200850,30.0,0.0,15.0,0.0,0.0
200860,30.0,0.0,15.0,0.0,0.0
200870,30.0,0.0,5.0,0.0,0.0
200880,30.0,0.0,5.0,0.0,0.0
200891,30.0,0.0,15.0,0.0,0.0
200893,30.0,0.0,15.0,0.0,0.0
200897,30.0,0.0,15.0,0.0,0.0
200899,30.0,0.0,15.0,0.0,0.0
200911,35.0,0.0,15.0,28.0,0.0
200912,35.0,0.0,15.0,28.0,0.0
200919,35.0,0.0,0.0,28.0,0.0
200921,50.0,0.0,5.0,40.0,0.0
200929,50.0,0.0,5.0,40.0,0.0
200931,50.0,0.0,5.0,40.0,0.0
200939,50.0,0.0,5.0,40.0,0.0
200941,50.0,0.0,5.0,40.0,0.0
200949,50.0,0.0,5.0,40.0,0.0
200950,50.0,0.0,0.0,40.0,0.0
200961,50.0,0.0,5.0,40.0,0.0
200969,50.0,0.0,5.0,0.0,0.0
200971,50.0,0.0,5.0,40.0,0.0
200979,50.0,0.0,5.0,40.0,0.0
200981,50.0,0.0,5.0,40.0,0.0
200989,50.0,0.0,5.0,40.0,0.0
200990,50.0,0.0,5.0,40.0,0.0
210111,30.0,0.0,15.0,0.0,0.0
210112,30.0,0.0,15.0,0.0,0.0
210120,30.0,0.0,0.0,0.0,0.0
210130,30.0,0.0,0.0,0.0,0.0
210210,30.0,0.0,5.0,0.0,0.0
210220,30.0,0.0,5.0,0.0,0.0
210230,30.0,0.0,5.0,0.0,0.0
210310,30.0,0.0,5.0,0.0,0.0
210320,30.0,0.0,5.0,0.0,0.0
210330,30.0,0.0,5.0,0.0,0.0
210390,30.0,0.0,5.0,0.0,0.0
210410,30.0,0.0,5.0,0.0,0.0
210420,30.0,0.0,5.0,0.0,0.0
210500,30.0,0.0,5.0,0.0,0.0
210610,40.0,0.0,5.0,0.0,0.0
210690,150.0,0.0,0.0,0.0,0.0
220110,30.0,0.0,5.0,0.0,0.0
220190,30.0,0.0,5.0,0.0,0.0
220210,30.0,0.0,5.0,0.0,0.0
220291,30.0,0.0,5.0,0.0,0.0
220299,30.0,0.0,5.0,0.0,0.0
220300,100.0,0.0,0.0,75.0,0.0
220410,150.0,0.0,0.0,0.0,0.0
220421,150.0,0.0,0.0,0.0,0.0
220422,150.0,0.0,0.0,0.0,0.0
220429,150.0,0.0,0.0,0.0,0.0
220430,150.0,0.0,0.0,0.0,0.0
220510,150.0,0.0,0.0,0.0,0.0
220590,150.0,0.0,0.0,0.0,0.0
220600,150.0,0.0,0.0,0.0,0.0
220710,150.0,0.0,0.0,100.0,0.0
220720,30.0,0.0,0.0,4.5,0.0
220820,150.0,0.0,0.0,0.0,0.0
220830,150.0,0.0,0.0,0.0,0.0
220840,150.0,0.0,0.0,0.0,0.0
220850,150.0,0.0,0.0,0.0,0.0
220860,150.0,0.0,0.0,0.0,0.0
220870,150.0,0.0,0.0,0.0,0.0
220890,150.0,0.0,0.0,0.0,0.0
220900,30.0,0.0,5.0,24.0,0.0
230110,15.0,0.0,5.0,14.0,0.0
230120,15.0,0.0,5.0,14.0,5.0
230210,15.0,0.0,0.0,14.0,0.0
230230,15.0,0.0,0.0,14.0,0.0
230240,15.0,0.0,0.0,14.0,0.0
230250,15.0,0.0,0.0,14.0,0.0
230310,15.0,0.0,0.0,14.0,0.0
230320,15.0,0.0,0.0,14.0,0.0
230330,15.0,0.0,0.0,14.0,0.0
230400,15.0,0.0,7.5,14.0,0.0
230500,15.0,0.0,7.5,14.0,0.0
230610,15.0,0.0,7.5,14.0,0.0
230620,15.0,0.0,7.5,14.0,0.0
230630,15.0,0.0,7.5,14.0,0.0
230641,15.0,0.0,0.0,14.0,0.0
230649,15.0,0.0,7.5,14.0,0.0
230650,15.0,0.0,7.5,14.0,0.0
230660,15.0,0.0,7.5,14.0,0.0
230690,15.0,0.0,7.5,14.0,0.0
230700,15.0,0.0,0.0,14.0,0.0
230800,15.0,0.0,0.0,14.0,0.0
230910,20.0,0.0,15.0,18.0,0.0
230990,15.0,0.0,0.0,14.0,0.0
240110,30.0,0.0,0.0,0.0,0.0
240120,30.0,0.0,0.0,0.0,0.0
240130,30.0,0.0,0.0,0.0,0.0
240210,60.0,0.0,0.0,0.0,0.0
240220,30.0,0.0,0.0,0.0,0.0
240290,30.0,0.0,0.0,0.0,0.0
240311,30.0,0.0,0.0,0.0,0.0
240319,30.0,0.0,0.0,0.0,0.0
240391,30.0,0.0,0.0,0.0,0.0
240399,30.0,0.0,0.0,0.0,0.0
240411,30.0,0.0,0.0,0.0,0.0
240412,30.0,0.0,0.0,0.0,0.0
240419,30.0,0.0,0.0,0.0,0.0
240491,30.0,0.0,0.0,0.0,0.0
240492,30.0,0.0,0.0,0.0,0.0
240499,30.0,0.0,0.0,0.0,0.0
250100,5.0,0.0,0.0,0.0,0.0
250200,5.0,0.0,0.0,0.0,0.0
250300,5.0,0.0,0.0,0.0,0.0
250410,5.0,0.0,0.0,4.0,0.0
250490,5.0,0.0,0.0,4.0,0.0
250510,8.75,0.0,0.0,0.0,0.0
250590,5.0,0.0,0.0,0.0,0.0
250610,5.0,0.0,0.0,0.0,0.0
250620,5.0,0.0,0.0,0.0,0.0
250700,5.0,0.0,0.0,4.0,0.0
250810,5.0,0.0,0.0,4.0,0.0
250830,5.0,0.0,0.0,0.0,0.0
250840,5.0,0.0,0.0,2.67,0.0
250850,5.0,0.0,0.0,0.57,0.0
250860,5.0,0.0,0.0,4.0,0.0
250870,5.0,0.0,0.0,0.0,0.0
250900,5.0,0.0,0.0,0.0,0.0
251010,5.0,0.0,0.0,0.0,0.0
251020,5.0,0.0,0.0,0.0,0.0
251110,5.0,0.0,0.0,1.33,0.0
251120,5.0,0.0,0.0,0.0,0.0
251200,5.0,0.0,0.0,0.0,0.0
251310,5.0,0.0,0.0,0.0,0.0
251320,5.0,0.0,0.0,0.0,0.0
251400,5.0,0.0,0.0,0.0,0.0
251511,40.0,0.0,0.0,0.0,5.0
251512,40.0,0.0,0.0,27.17,5.0
251520,10.0,0.0,0.0,0.0,0.0
251611,40.0,0.0,0.0,9.5,0.0
251612,40.0,0.0,0.0,9.5,0.0
251620,10.0,0.0,0.0,0.0,0.0
251690,10.0,0.0,0.0,0.0,0.0
251710,5.0,0.0,0.0,0.0,0.0
251720,5.0,0.0,0.0,0.0,0.0
251730,5.0,0.0,0.0,0.0,0.0
251741,5.0,0.0,0.0,0.0,0.0
251749,5.0,0.0,0.0,0.0,0.0
251810,5.0,0.0,0.0,2.0,0.0
251820,5.0,0.0,0.0,0.0,0.0
251910,5.0,0.0,0.0,4.0,0.0
251990,5.0,0.0,0.0,4.0,0.0
252010,5.0,0.0,0.0,0.67,0.0
252020,5.0,0.0,0.0,4.0,0.0
252100,5.0,0.0,0.0,2.0,0.0
252210,5.0,0.0,0.0,4.0,0.0
252220,5.0,0.0,0.0,0.0,0.0
252230,5.0,0.0,0.0,0.0,0.0
252310,10.0,0.0,0.0,9.5,5.0
252321,10.0,0.0,0.0,9.5,5.0
252329,0.0,0.0,0.0,0.0,0.0
252330,10.0,0.0,0.0,8.0,0.0
252390,10.0,0.0,0.0,8.0,5.0
252410,10.0,0.0,0.0,0.0,0.0
252490,10.0,0.0,0.0,0.47,0.0
252510,5.0,0.0,0.0,0.0,0.0
252520,5.0,0.0,0.0,0.67,0.0
252530,5.0,0.0,0.0,2.0,0.0
252610,5.0,0.0,0.0,2.67,0.0
252620,5.0,0.0,0.0,4.0,0.0
252800,2.5,0.0,0.0,2.0,0.0
252910,5.0,0.0,0.0,0.0,0.0
252921,5.0,0.0,0.0,4.0,0.0
252922,5.0,0.0,0.0,4.0,0.0
252930,5.0,0.0,0.0,0.0,0.0
253010,5.0,0.0,0.0,0.0,0.0
253020,5.0,0.0,0.0,0.0,0.0
253090,5.0,0.0,0.0,1.33,0.0
260111,2.5,0.0,0.0,0.0,0.0
260112,2.5,0.0,0.0,0.0,0.0
260120,2.5,0.0,0.0,0.0,0.0
260200,2.5,0.0,0.0,0.0,0.0
260300,2.5,0.0,0.0,0.0,0.0
260400,2.5,0.0,0.0,0.0,0.0
260500,2.5,0.0,0.0,0.0,0.0
260600,2.5,0.0,0.0,0.0,0.0
260700,2.5,0.0,0.0,0.0,0.0
260800,2.5,0.0,0.0,0.0,0.0
260900,2.5,0.0,0.0,0.0,0.0
261000,2.5,0.0,0.0,0.0,0.0
261100,2.5,0.0,0.0,0.0,0.0
261210,2.5,0.0,0.0,0.0,0.0
261220,2.5,0.0,0.0,0.0,0.0
261310,2.5,0.0,0.0,0.0,0.0
261390,2.5,0.0,0.0,0.0,0.0
261400,2.5,0.0,0.0,0.0,0.0
261510,2.5,0.0,0.0,0.0,0.0
261590,2.5,0.0,0.0,0.0,0.0
261610,2.5,0.0,0.0,0.0,0.0
261690,2.5,0.0,0.0,0.0,0.0
261710,2.5,0.0,0.0,0.0,0.0
261790,2.5,0.0,0.0,0.0,0.0
261800,5.0,0.0,0.0,0.0,0.0
261900,5.0,0.0,0.0,0.0,0.0
262011,5.0,0.0,0.0,0.0,0.0
262019,5.0,0.0,0.0,0.0,0.0
262021,5.0,0.0,0.0,0.0,0.0
262029,5.0,0.0,0.0,0.0,0.0
262030,5.0,0.0,0.0,0.0,0.0
262040,5.0,0.0,0.0,0.0,0.0
262060,5.0,0.0,0.0,0.0,0.0
262091,5.0,0.0,0.0,0.0,0.0
262099,5.0,0.0,0.0,0.0,0.0
262110,5.0,0.0,0.0,0.0,0.0
262190,5.0,0.0,0.0,0.0,0.0
270111,1.0,0.0,0.0,0.0,0.0
270112,1.0,0.0,0.0,0.0,0.0
270119,1.0,0.0,0.0,0.0,0.0
270120,1.0,0.0,0.0,0.0,0.0
270210,1.0,0.0,0.0,0.0,0.0
270220,1.0,0.0,0.0,0.0,0.0
270300,1.0,0.0,0.0,0.0,0.0
270400,5.0,0.0,0.0,0.0,0.0
270500,5.0,0.0,0.0,0.0,0.0
270600,5.0,0.0,0.0,0.0,0.0
270710,2.5,0.0,0.0,0.0,0.0
270720,2.5,0.0,0.0,0.0,0.0
270730,2.5,0.0,0.0,0.0,0.0
270740,2.5,0.0,0.0,0.0,0.0
270750,2.5,0.0,0.0,0.0,0.0
270791,2.5,0.0,0.0,0.0,0.0
270799,2.5,0.0,0.0,0.0,0.0
270810,5.0,0.0,0.0,0.0,0.0
270820,5.0,0.0,0.0,0.0,0.0
270900,0.0,0.0,0.0,0.0,5.0
271012,10.0,0.0,0.0,0.36,0.0
271019,10.0,0.0,5.0,3.88,0.0
271020,10.0,0.0,0.0,0.0,0.0
271091,10.0,0.0,0.0,0.0,0.0
271099,10.0,0.0,0.0,0.0,0.0
271111,2.5,0.0,0.0,0.0,0.0
271112,2.5,0.0,0.0,0.0,0.0
271113,2.5,0.0,0.0,0.0,0.0
271114,5.0,0.0,0.0,0.0,0.0
271119,10.0,0.0,2.5,1.33,0.0
271121,5.0,0.0,0.0,0.0,0.0
271129,5.0,0.0,0.0,0.0,0.0
271210,5.0,0.0,0.0,4.0,0.0
271220,5.0,0.0,0.0,0.0,0.0
271290,5.0,0.0,0.0,4.0,0.0
271311,10.0,0.0,0.0,0.0,0.0
271312,10.0,0.0,0.0,7.5,0.0
271320,5.0,0.0,0.0,4.0,0.0
271390,5.0,0.0,0.0,0.0,0.0
271410,5.0,0.0,0.0,0.0,0.0
271490,5.0,0.0,0.0,0.0,0.0
271500,5.0,0.0,0.0,0.0,0.0
271600,0.0,0.0,0.0,0.0,0.0
280110,5.0,0.0,0.0,0.0,0.0
280120,2.5,0.0,0.0,0.0,0.0
280130,5.0,0.0,0.0,0.0,0.0
280200,5.0,0.0,0.0,0.0,0.0
280300,5.83,0.0,6.0,4.25,5.0
280410,5.0,0.0,0.0,0.0,0.0
280421,5.0,0.0,0.0,4.0,0.0
280429,5.0,0.0,0.0,0.0,0.0
280430,5.0,0.0,0.0,0.0,0.0
280440,5.0,0.0,0.0,0.0,0.0
280450,5.0,0.0,0.0,0.0,0.0
280461,5.0,0.0,0.0,0.0,0.0
280469,5.0,0.0,0.0,0.0,0.0
280470,5.0,0.0,0.0,0.0,0.0
280480,5.0,0.0,0.0,0.0,0.0
280490,5.0,0.0,0.0,0.0,0.0
280511,5.0,0.0,0.0,0.0,0.0
280512,5.0,0.0,0.0,0.0,0.0
280519,5.0,0.0,0.0,0.0,0.0
280530,5.0,0.0,0.0,0.0,0.0
280540,5.0,0.0,0.0,0.0,0.0
280610,7.5,0.0,0.0,0.0,0.0
280620,7.5,0.0,0.0,0.0,0.0
280700,7.5,0.0,0.0,0.0,0.0
280800,7.5,0.0,0.0,0.0,0.0
280910,7.5,0.0,0.0,0.0,0.0
280920,6.25,0.0,0.0,7.0,0.0
281000,7.5,0.0,0.0,0.0,0.0
281111,7.5,0.0,0.0,0.0,0.0
281112,7.5,0.0,0.0,0.0,0.0
281119,7.5,0.0,0.0,0.0,0.0
281121,7.5,0.0,0.0,0.0,0.0
281122,7.5,0.0,0.0,0.0,0.0
281129,7.5,0.0,0.0,0.0,0.0
281211,7.5,0.0,0.0,0.0,0.0
281212,7.5,0.0,0.0,0.0,0.0
281213,7.5,0.0,0.0,0.0,0.0
281214,7.5,0.0,0.0,0.0,0.0
281215,7.5,0.0,0.0,0.0,0.0
281216,7.5,0.0,0.0,0.0,0.0
281217,7.5,0.0,0.0,0.0,0.0
281219,7.5,0.0,0.0,0.0,0.0
281290,7.5,0.0,0.0,0.0,0.0
281310,7.5,0.0,0.0,0.0,0.0
281390,7.5,0.0,0.0,0.0,0.0
281410,5.0,0.0,0.0,0.0,0.0
281420,5.0,0.0,0.0,0.0,0.0
281511,7.5,0.0,0.0,7.0,5.0
281512,7.5,0.0,0.0,0.0,5.0
281520,7.5,0.0,6.88,7.0,0.0
281530,7.5,0.0,0.0,0.0,0.0
281610,7.5,0.0,0.0,0.0,0.0
281640,7.5,0.0,0.0,0.0,0.0
281700,7.5,0.0,0.0,0.0,0.0
281810,7.5,0.0,0.0,0.0,0.0
281820,6.25,0.0,0.0,0.0,0.0
281830,7.5,0.0,0.0,0.0,0.0
281910,7.5,0.0,0.0,0.0,0.0
281990,7.5,0.0,0.0,0.0,0.0
282010,7.5,0.0,0.0,0.0,0.0
282090,7.5,0.0,0.0,0.0,0.0
282110,7.5,0.0,0.0,0.0,0.0
282120,7.5,0.0,0.0,0.0,0.0
282200,7.5,0.0,0.0,0.0,0.0
282300,8.75,0.0,0.0,0.0,0.0
282410,7.5,0.0,6.25,7.0,5.0
282490,7.5,0.0,0.0,0.0,0.0
282510,7.5,0.0,0.0,0.0,0.0
282520,7.5,0.0,0.0,0.0,0.0
282530,7.5,0.0,0.0,0.0,0.0
282540,0.0,0.0,0.0,0.0,0.0
282550,7.5,0.0,0.0,0.0,0.0
282560,7.5,0.0,0.0,0.0,0.0
282570,7.5,0.0,0.0,0.0,0.0
282580,7.5,0.0,0.0,0.0,0.0
282590,7.5,0.0,0.0,0.0,0.0
282612,7.5,0.0,0.0,0.0,0.0
282619,7.5,0.0,0.0,0.0,0.0
282630,7.5,0.0,0.0,0.0,0.0
282690,7.5,0.0,0.0,0.0,0.0
282710,7.5,0.0,0.0,0.0,0.0
282720,7.5,0.0,0.0,0.0,0.0
282731,7.5,0.0,0.0,0.0,0.0
282732,7.5,0.0,0.0,0.0,0.0
282735,7.5,0.0,0.0,0.0,0.0
282739,7.5,0.0,0.0,0.0,0.0
282741,7.5,0.0,0.0,0.0,0.0
282749,7.5,0.0,0.0,0.0,0.0
282751,7.5,0.0,0.0,0.0,0.0
282759,7.5,0.0,0.0,0.0,0.0
282760,7.5,0.0,0.0,0.0,0.0
282810,7.5,0.0,0.0,0.0,0.0
282890,7.5,0.0,0.0,0.0,0.0
282911,7.5,0.0,0.0,0.0,0.0
282919,7.5,0.0,0.0,0.0,0.0
282990,7.5,0.0,0.0,0.0,0.0
283010,7.5,0.0,0.0,0.0,0.0
283090,7.5,0.0,0.0,0.0,0.0
283110,7.5,0.0,0.0,0.0,0.0
283190,7.5,0.0,0.0,0.0,0.0
